store_name,location,event_type,event_date,status,short_description,article_link,published_date,source_batch,Date_Appended
Brothers Food Mart / Magnolia Express (LKM Convenience LLC),"Jefferson Parish, LA — multiple locations (addresses not specified)",Closing,Not specified,"filed for Chapter 11 bankruptcy January 14, 2026; restructuring","LKM Convenience LLC, a Metairie-based operator of convenience stores and gas stations under the Brothers Food Mart and Magnolia Express names, filed for Chapter 11 bankruptcy protection on January 14, 2026, partly due to lingering Hurricane Ida damage and legal disputes. The filing is a reorganization attempt, not necessarily a full shutdown, though the article notes the filing signals financial distress. The article notes this is the most locally significant retail story of early 2026 in Louisiana.",https://1079ishot.com/ixp/36/p/louisiana-store-closures-2026/,2026-05-14 17:41:09,newsbatch_15_output,2026-05-15
MINISO,"Former GAME unit, lower level, Merry Hill shopping centre, West Midlands, UK (address not specified)",Opening,Not specified,opening soon; official opening date not yet announced,"MINISO is set to open at Merry Hill shopping centre in the West Midlands, taking over the former GAME unit after the gaming retailer closed last month following the company entering administration. Branded hoarding has appeared outside the unit, and Merry Hill confirmed on TikTok that the store will stock collectibles, toys, beauty products, and snacks. Customers will be able to claim a free £25 goody bag when spending £5 or more during the launch period.",https://www.expressandstar.com/news/new-major-pop-culture-store-set-to-open-at-merry-hill-8545676,2026-05-14 17:39:00,newsbatch_15_output,2026-05-15
No qualifying business found,N/A,N/A,N/A,N/A,Article could not be fetched (429 error). Title indicates a Filipino cuisine restaurant is opening at an old Sarah's location on 29th Street in downtown Billings. No extractable details available.,https://billingsgazette.com/life-entertainment/local/food-drink/article_fcd6e73e-7dcb-49cc-ae0a-77644f6127ef.html,2026-05-14 17:25:00,newsbatch_15_output,2026-05-15
Pinner's Fine Shoes,Address not specified,Closing,Not specified,closing after 58 years,Article could not be fetched (redirect error). Title indicates Pinner's Fine Shoes is closing after 58 years. No further details available.,https://www.mainstreetdailynews.com/business/pinners-fine-shoes-to-close-after-58-years,2026-05-14 17:24:50,newsbatch_15_output,2026-05-15
No qualifying business found,N/A,N/A,N/A,N/A,Article is about a burglary at a Maidenhead town centre store — no opening or closure event.,https://www.maidenhead-advertiser.co.uk/gallery/business/706185/maidenhead-town-centre-store-owners-feel-violated-after-devastating-burglary.html,2026-05-14 17:17:00,newsbatch_15_output,2026-05-15
The Rose & Crown,"Ratley, near Banbury, Oxfordshire, UK (address not specified)",Opening,Not specified,"set to reopen; no opening date set yet, renovations underway","The Rose & Crown pub in Ratley, near Banbury, closed unexpectedly in December 2024 and is set to reopen under new owners Dee and Norm Knight-Barrett as a traditional British ""pie and pint"" pub. Refurbishments of the cellar and kitchen are required before reopening, and no opening date has been set. The Grade II listed building is believed to have operated as a pub for more than 250 years.",https://www.cotswoldjournal.co.uk/news/26105990.cotswolds-pub-reopen-fresh-vision-new-owners/,2026-05-14 17:00:00,newsbatch_15_output,2026-05-15
Bob's Discount Furniture,"2842 Chapel Hill Road, Douglasville, GA 30135",Opening,Not specified,opening timeline not announced,"Bob's Discount Furniture is planning a new 29,435-square-foot store at 2842 Chapel Hill Road in Douglasville, GA, in a space formerly occupied by Big Lots. No opening timeline has been announced; the company has no existing Georgia locations listed on its website, with the closest location in South Carolina.",https://whatnow.com/atlanta/retail/bobs-discount-furniture-planning-douglasville-location/,2026-05-14 16:59:38,newsbatch_15_output,2026-05-15
OsteoStrong (Tysons),"Vienna near Tysons Corner, VA (address not specified)",Opening,Not specified,expanding; new location open,"OsteoStrong has opened a new location in Vienna near Tysons Corner, Virginia, operated by entrepreneur Mahesh Raghavan, expanding the company's Northern Virginia footprint. The center offers osteogenic loading technology in approximately 10-minute weekly sessions as a non-invasive approach to skeletal health.",https://www.citybiz.co/article/846647/osteostrong-opens-new-tysons-location-as-demand-grows-for-preventive-bone-health-solutions/,2026-05-14 16:43:22,newsbatch_15_output,2026-05-15
"Wawa (Silverton, OH)","Montgomery Road, Silverton, OH (near Kenwood Shopping Center; full address not specified)",Opening,"May 14, 2026",grand opening Thursday morning,"Wawa marked the grand opening of its newest Ohio store — its 13th in the state — in Silverton on Thursday morning, with a choir, free T-shirts, and free hot coffee for the first 100 customers. The company announced plans to open more than 60 stores across Ohio over the next five to eight years.",https://www.wlwt.com/article/wawa-celebrates-opening-of-13th-location-in-ohio-see-where/71307537,2026-05-14 16:41:00,newsbatch_15_output,2026-05-15
"Buc-ee's – Goodyear, AZ","Goodyear, AZ (near Interstate 10 and Bullard Avenue; full address not specified)",Opening,"June 22, 2026",slated to open June 22,"Buc-ee's confirmed a grand opening date of June 22, 2026 for its first Arizona location in Goodyear, near Interstate 10 and Bullard Avenue. The travel center is expected to span roughly 74,000 square feet and include around 120 fueling stations.",https://www.aol.com/articles/buc-ees-opening-arizona-soon-230735745.html,2026-05-14 16:35:11,newsbatch_15_output,2026-05-15
"Buc-ee's – San Marcos, TX","San Marcos, TX (address not specified)",Opening,"July 27, 2026",confirmed opening July 27,"Buc-ee's confirmed a grand opening date of July 27, 2026 for a new location in San Marcos, TX, per media coordinator Crissy Gonzales.",https://www.aol.com/articles/buc-ees-opening-arizona-soon-230735745.html,2026-05-14 16:35:11,newsbatch_15_output,2026-05-15
"Buc-ee's – Benton, AR","Benton, AR (near Interstate 30 and Highway 299; full address not specified)",Opening,"August 17, 2026",confirmed opening August 17,"Buc-ee's confirmed a grand opening date of August 17, 2026 for its first Arkansas location in Benton, near Interstate 30 and Highway 299.",https://www.aol.com/articles/buc-ees-opening-arizona-soon-230735745.html,2026-05-14 16:35:11,newsbatch_15_output,2026-05-15
"Buc-ee's – Murfreesboro, TN","Murfreesboro, TN (address not specified)",Opening,"November 16, 2026 (projected)",projected to open November 16,"Buc-ee's projected opening date of November 16, 2026 for a new location in Murfreesboro, Tennessee, per media coordinator Crissy Gonzales.",https://www.aol.com/articles/buc-ees-opening-arizona-soon-230735745.html,2026-05-14 16:35:11,newsbatch_15_output,2026-05-15
Grocery Outlet (36 locations closed),Multiple locations (addresses not specified),Closing,Q1 2026,closed 36 underperforming stores,"Grocery Outlet closed 36 underperforming stores as part of a previously announced restructuring plan, reporting a Q1 net loss of $180.3 million largely due to restructuring charges and goodwill impairment. Despite the closures, Q1 sales were up 3.6% to $1.17 billion, attributed to new store openings. No specific locations or addresses were named in the article.",https://www.supermarketnews.com/finance/grocery-outlet-posts-q1-loss-as-restructuring-continues,2026-05-14 16:34:35,newsbatch_15_output,2026-05-15
The Goods Mart,"470 Kent Ave at South 11th Street, Williamsburg, NY (zip not specified)",Opening,"May 13, 2026 (grand opening May 16, 2026)","opened May 13; grand opening Saturday, May 16","The Goods Mart opened a new store at Williamsburg Wharf on May 13, 2026, with a grand opening celebration on Saturday, May 16 from 12 to 4 p.m. featuring snacks, beverages, and tattoo activities. The Williamsburg flagship carries approximately 400 products from 250 brands and will operate 7 a.m. to 8 p.m. Monday through Friday and 8 a.m. to 8 p.m. on weekends.",https://whatnow.com/new-york/retail/a-better-for-you-retail-chain-opens-new-store-in-williamsburg/,2026-05-14 16:11:21,newsbatch_15_output,2026-05-15
Babbi Babbi Korean Kitchen,"10799 Moss Park Rd, Suite 102, Orlando, FL (zip not specified)",Opening,Not specified,opening soon; opening date not yet announced,"Babbi Babbi Korean Kitchen has submitted plan review documents for a third location at 10799 Moss Park Rd, Suite 102 in Orlando, with an opening date not yet announced. The restaurant currently operates two locations and serves Korean dishes including Galbi, Gochujang Pork Belly, and Korean chicken wings.",https://whatnow.com/orlando/restaurants/babbi-babbi-korean-kitchen-plans-opening-of-third-location/,2026-05-14 16:10:43,newsbatch_15_output,2026-05-15
Senza Maeso,"Between San Marcos and Wimberley, Texas Hill Country (address not specified)",Closing,"May 31, 2026",closing May 31; will be shutting down permanently,"Senza Maeso, a tasting room and bar in the Texas Hill Country between San Marcos and Wimberley, announced it will permanently close on May 31, 2026, citing financial challenges. The owners announced the decision on social media, noting the business has been busier than ever but that the financial burden of building the concept was unsustainable. The concept was created by twin brothers Ryan and Jay Gitman.",https://whatnow.com/austin/restaurants/popular-bar-and-tasting-room-in-texas-hill-country-to-close-may-31/,2026-05-14 15:54:48,newsbatch_15_output,2026-05-15
Slapperz on Second,"209 S 2nd St, Flagler Beach, FL 32136",Opening,Not specified,opening; details largely under wraps,"Slapperz on Second is opening at 209 S Second St in Flagler Beach near Veterans Park, according to submitted plan review documents filed by Slapperz LLC. The restaurant's website is still under construction and details remain limited; the principal was not immediately available for comment.",https://whatnow.com/jacksonville/restaurants/slapperz-on-second-opening-in-flagler-beach/,2026-05-14 15:51:13,newsbatch_15_output,2026-05-15
"Buc-ee's – Goodyear, AZ (duplicate coverage)","Goodyear, AZ (near Interstate 10 and Bullard Avenue; full address not specified)",Opening,"June 22, 2026",slated to open on June 22,"Buc-ee's is set to open its first Arizona location in Goodyear near Interstate 10 and Bullard Avenue on June 22, 2026, spanning roughly 74,000 square feet with around 120 fueling stations. Arkansas is also getting its first Buc-ee's in Benton later this year.",https://www.aol.com/articles/popular-travel-stop-buc-ees-124500519.html,2026-05-14 15:39:47,newsbatch_15_output,2026-05-15
"Buc-ee's – Benton, AR (duplicate coverage)","Benton, AR (near Interstate 30 and Highway 299; full address not specified)",Opening,Early to mid-August 2026 (per local officials),grand opening early to mid-August,"Buc-ee's is opening its first Arkansas location in Benton near Interstate 30 and Highway 299, with local officials indicating a grand opening in early to mid-August.",https://www.aol.com/articles/popular-travel-stop-buc-ees-124500519.html,2026-05-14 15:39:47,newsbatch_15_output,2026-05-15
Lakeland Donuts,2810 S Florida Avenue,Opening,Not specified,looks to be opening,"Lakeland Donuts LLC submitted plan review documents for a new donut shop at 2810 S Florida Avenue. The location is on Florida Avenue South, just south of the Market at Southgate Shopping Center. Owner Sophal Cheng declined to comment at this time.",https://whatnow.com/tampa/restaurants/new-donut-shop-looks-to-be-opening-in-lakeland/,2026-05-14 15:29:11,newsbatch_16_output,2026-05-15
No qualifying business found,N/A,N/A,N/A,N/A,N/A,https://caledoncitizen.com/the-bottle-bay-to-celebrate-with-community-at-grand-re-opening/,2026-05-14 15:27:57,newsbatch_16_output,2026-05-15
No qualifying business found,N/A,N/A,N/A,N/A,N/A,https://www.grocerydive.com/news/grocery-outlet-earnings-first-quarter-fiscal-2026/820187/,2026-05-14 15:27:40,newsbatch_16_output,2026-05-15
No qualifying business found,N/A,N/A,N/A,N/A,N/A,https://42freeway.com/news/churchs-texas-chicken-camden-opening-date-set-popular-bone-in-chicken-chain-returns-to-philly-metro-area/,2026-05-14 15:07:58,newsbatch_16_output,2026-05-15
Buc-ee’s,"Goodyear, Arizona",Opening,June 2026,expected to open June 22,"Buc-ee’s will open its first Arizona store in Goodyear in June 2026. The store will measure 74,000 square feet near Interstate 10 and Bullard Avenue.",https://www.aol.com/articles/buc-ee-expanding-states-where-181208000.html,2026-05-14 15:05:44,newsbatch_16_output,2026-05-15
Buc-ee’s,"Huber Heights, Ohio",Opening,2026,expected to open 2026,"Buc-ee’s will open in Huber Heights, Ohio in 2026.",https://www.aol.com/articles/buc-ee-expanding-states-where-181208000.html,2026-05-14 15:05:44,newsbatch_16_output,2026-05-15
Buc-ee’s,"Benton, Arkansas",Opening,August 2026,expected to open August 2026,"Buc-ee’s will open in Benton, Arkansas in August 2026 near I-30 and State Highway 299.",https://www.aol.com/articles/buc-ee-expanding-states-where-181208000.html,2026-05-14 15:05:44,newsbatch_16_output,2026-05-15
Buc-ee’s,"Ruston, Louisiana",Opening,2027,expected to open 2027,"Buc-ee’s will open in Ruston, Louisiana in 2027.",https://www.aol.com/articles/buc-ee-expanding-states-where-181208000.html,2026-05-14 15:05:44,newsbatch_16_output,2026-05-15
Buc-ee’s,"Kansas City, Kansas",Opening,2027,expected to open 2027,"Buc-ee’s will open in Kansas City, Kansas in 2027.",https://www.aol.com/articles/buc-ee-expanding-states-where-181208000.html,2026-05-14 15:05:44,newsbatch_16_output,2026-05-15
Buc-ee’s,"Mebane, North Carolina",Opening,2027,expected to open 2027,"Buc-ee’s will open in Mebane, North Carolina in 2027.",https://www.aol.com/articles/buc-ee-expanding-states-where-181208000.html,2026-05-14 15:05:44,newsbatch_16_output,2026-05-15
Buc-ee’s,"Oak Creek, Wisconsin",Opening,2027,expected to open 2027,"Buc-ee’s will open in Oak Creek, Wisconsin in 2027.",https://www.aol.com/articles/buc-ee-expanding-states-where-181208000.html,2026-05-14 15:05:44,newsbatch_16_output,2026-05-15
No qualifying business found,N/A,N/A,N/A,N/A,N/A,https://www.timeout.com/usa/news/this-new-pool-club-in-vegas-feels-like-an-open-air-sports-bar-051426,2026-05-14 15:00:15,newsbatch_16_output,2026-05-15
Aldi,"Southbridge Marketplace, southeast corner of John Wayne Parkway and Maricopa-Casa Grande Highway, Maricopa",Opening,later this year,expected to open later this year,"Aldi is leading the grocery-anchored second phase of Southbridge Marketplace under construction. The phase is expected to open later this year. Other tenants include Panera Bread, European Wax Center, Club Pilates, Tropical Smoothie Cafe, She Nails and Einstein Bros Bagels.",https://uk.finance.yahoo.com/news/thompson-thrift-hosts-open-house-150000194.html,2026-05-14 15:00:00,newsbatch_16_output,2026-05-15
No qualifying business found,N/A,N/A,N/A,N/A,N/A,https://www.greenroofs.com/2026/05/14/citiesalive-new-york-city-conference-agenda-is-now-online-early-bird-registration-is-open/,2026-05-14 14:56:47,newsbatch_16_output,2026-05-15
Carleton Pharmacy Sav-Mor Drugs,"201 Medical Center Dr., Carleton",Closing,Not specified,Store closing,Carleton Pharmacy Sav-Mor Drugs announced it is closing with up to 70% off everything must go. The independent pharmacy has served the community since 1982. Prescription files will be sent to CVS in Flat Rock.,https://www.aol.com/articles/longtime-carleton-pharmacy-closing-whats-133358000.html,2026-05-14 14:48:56,newsbatch_16_output,2026-05-15
No qualifying business found,N/A,N/A,N/A,N/A,N/A,https://www.masslive.com/boston/2026/05/whole-foods-continues-smaller-format-trend-with-new-boston-location.html,2026-05-14 14:48:00,newsbatch_16_output,2026-05-15
No qualifying business found,N/A,N/A,N/A,N/A,N/A,https://www.bizjournals.com/sacramento/news/2026/05/14/5-things-sentivo-vineyards-crystal-basin-cellars.html,2026-05-14 14:30:00,newsbatch_16_output,2026-05-15
Poundland,"12-24 Eastwood Road, Rayleigh",Closing,May 21,closing on 21 May,Poundland Rayleigh on Eastwood Road will close on May 21 after the lease expires and new terms could not be secured. The store opened in November 2021 and is part of a national restructure.,https://www.echo-news.co.uk/news/26107643.poundland-rayleigh-eastwood-road-closing-date-announced/,2026-05-14 14:26:00,newsbatch_16_output,2026-05-15
Nordstrom Rack,"Westgate Village North, corner of Central Avenue and Secor Road, Toledo, Ohio",Opening,summer 2027,to open a new Nordstrom Rack in summer 2027,"Nordstrom Rack plans to open a 21,000-square-foot store in Toledo, Ohio at Westgate Village North in summer 2027. The location will offer convenient services including online order pickup and returns.",https://www.prnewswire.com/news-releases/nordstrom-rack-to-open-new-location-in-toledo-ohio-302770646.html,2026-05-14 14:00:00,newsbatch_16_output,2026-05-15
Superdrug,County Mall Crawley,Opening,Not specified,has opened a new store,"Superdrug has opened a brand-new 6,792 sq. ft store in County Mall Crawley, creating five new permanent roles. The store offers health and beauty products, toiletries, fragrances, a nail bar and Beauty Studio services.",https://www.sussexexpress.co.uk/business/superdrug-opens-brand-new-store-in-county-mall-crawley-8545229,2026-05-14 13:48:00,newsbatch_16_output,2026-05-15
Biggby Coffee,"Haworth Hotel, Hope College",Closing,Not specified,has closed,Biggby Coffee in the Haworth Hotel at Hope College has closed. Hope College will renovate the space to re-open later this summer as a new venue under the ‘We Proudly Serve Starbucks Program’.,https://www.hollandsentinel.com/story/business/2026/05/14/biggby-coffee-closes-in-haworth-hotel-new-coffee-shop-coming-soon/90034313007/,2026-05-14 13:48:00,newsbatch_16_output,2026-05-15
Dumpling Haus,"540 N. Midvale Boulevard, Hilldale",Closing,May 30,will close its doors at the end of the month / last day will be May 30,"Dumpling Haus at Hilldale will close on May 30 as owners Jenny and William retire. The restaurant, which opened in 2011, is known for dumplings, noodles and bao.",https://www.wmtv15news.com/2026/05/14/dumpling-haus-hilldale-announces-plan-close/,2026-05-14 13:44:00,newsbatch_16_output,2026-05-15
shoezone,"Unit 35 at The Bridges, Sunderland",Opening,May 16,"reopens its store on Saturday, May 16",shoezone is relocating and reopening at Unit 35 in The Bridges on May 16 with a bigger selection and new brands. The store previously was in High Street West.,https://www.sunderlandecho.com/business/relocated-shoe-shop-set-to-open-in-sunderland-with-bigger-selection-8544273,2026-05-14 13:31:00,newsbatch_16_output,2026-05-15
No qualifying business found,N/A,N/A,N/A,N/A,N/A,https://www.msn.com/en-us/money/companies/macy-s-permanently-closing-14-stores-despite-strong-holiday-sales/ar-AA22qYGO,2026-05-14 13:30:26,newsbatch_16_output,2026-05-15
Buc-ee’s,"Goodyear, Arizona",Opening,June 22,expected to open June 22,Buc-ee’s will open its first Arizona store in Goodyear on June 22. The travel center is near Interstate 10 and Bullard Avenue.,https://www.cheapism.com/bucees-expanding-to-six-states/,2026-05-14 13:10:00,newsbatch_16_output,2026-05-15
Buc-ee’s,"Benton, Arkansas",Opening,August,expected to open sometime around August,"Buc-ee’s will open in Benton, Arkansas around August near Interstate 30 and Highway 299.",https://www.cheapism.com/bucees-expanding-to-six-states/,2026-05-14 13:10:00,newsbatch_16_output,2026-05-15
No qualifying business found,N/A,N/A,N/A,N/A,N/A,https://www.msn.com/en-us/travel/tripideas/sonic-kapolei-to-open-this-weekend/ar-AA227xBI,2026-05-14 13:05:00,newsbatch_16_output,2026-05-15
The Great Greek Mediterranean Grill (Coral Springs),"2764 North University Drive, Coral Springs, FL (The Walk)",Opening,Early June 2026,plans to open in early June,"The Great Greek Mediterranean Grill is preparing to open a new fast-casual location at The Walk in Coral Springs at 2764 North University Drive, with an expected opening in early June 2026. The restaurant is currently hiring and training staff and is one of 100 franchise operations nationwide. Popular menu items include gyros, the Athenian burger, and feta fries.",https://coralspringstalk.com/the-great-greek-mediterranean-grill-prepares-to-open-at-the-walk-59580,2026-05-14 12:30:29,newsbatch_17_output,2026-05-15
No qualifying business found,N/A,N/A,N/A,N/A,Article could not be fetched (403 Forbidden). No content available for extraction.,https://www.postbulletin.com/business/hannys-to-close-st-croix-and-style-shops-in-downtown-rochester,2026-05-14 12:26:30,newsbatch_17_output,2026-05-15
No qualifying business found,N/A,N/A,N/A,N/A,Article could not be fetched (robots.txt disallowed). No content available for extraction.,https://www.msn.com/en-us/news/us/buc-ees-expansion-roundup-every-new-location-opening-in-2027/ar-AA22bBlX,2026-05-14 12:07:44,newsbatch_17_output,2026-05-15
No qualifying business found,N/A,N/A,N/A,N/A,"Article could not be fetched (429 Too Many Requests). Article covers an aquatics center, not a qualifying retail or restaurant business.",https://www.hidesertstar.com/news/aquatics-center-on-track-to-open-in-fall/article_50424c9c-1559-4bb2-8fd1-b5c2baa60387.html,2026-05-14 12:00:00,newsbatch_17_output,2026-05-15
No qualifying business found,N/A,N/A,N/A,N/A,Article covers JPMorgan's McDonald's price target cut and same-store sales analysis. No specific store opening or closure event is described.,https://www.aol.com/finance/jpmorgan-cuts-mcdonald-price-target-145728244.html,2026-05-14 11:48:17,newsbatch_17_output,2026-05-15
No qualifying business found,N/A,N/A,N/A,N/A,"Article returned no text content. Article appears to be a feature on the ongoing legacy of Metzler's Shoes in Nappanee, not a new opening or closure event.",https://wsbt.com/amazing-america/metzlers-shoes-store-shaped-identity-of-nappanee-for-generations-downtown-customers-work-family-reputation-carry-legacy-service-locals-history-impact-apple-festival-artists-shoe-alley-council-commission-nappanee-indiana,2026-05-14 10:59:46,newsbatch_17_output,2026-05-15
Buc-ee's (Arizona),Arizona (full address not specified),Opening,"June 22, 2026",grand opening scheduled for June 22,"Buc-ee's is expanding into six new states, with Arizona's first location scheduled to grand open on June 22, 2026. Arkansas's first location is also expected to open in August 2026. Arizona's store will mark Buc-ee's westernmost location.",https://www.aol.com/lifestyle/buc-ees-could-coming-very-182756140.html,2026-05-14 10:48:46,newsbatch_17_output,2026-05-15
Buc-ee's (Arkansas),Arkansas (full address not specified),Opening,August 2026,opening in August,"Buc-ee's is opening its first Arkansas location in August 2026, as part of an expansion into six new states. No specific address is provided.",https://www.aol.com/lifestyle/buc-ees-could-coming-very-182756140.html,2026-05-14 10:48:46,newsbatch_17_output,2026-05-15
Buc-ee's (Kansas),Kansas (full address not specified),Opening,2027,plans to add location in 2027,Buc-ee's plans to add its first Kansas location in 2027 as part of a broader six-state expansion. No specific address or date is provided beyond 2027.,https://www.aol.com/lifestyle/buc-ees-could-coming-very-182756140.html,2026-05-14 10:48:46,newsbatch_17_output,2026-05-15
Buc-ee's (Louisiana),Louisiana (full address not specified),Opening,2027,plans to add location in 2027,Buc-ee's plans to add its first Louisiana location in 2027 as part of a broader six-state expansion. No specific address or date is provided beyond 2027.,https://www.aol.com/lifestyle/buc-ees-could-coming-very-182756140.html,2026-05-14 10:48:46,newsbatch_17_output,2026-05-15
Buc-ee's (Wisconsin – Oak Creek),"Oak Creek, Milwaukee, WI (full address not specified)",Opening,2027,plans to add location in 2027,"Buc-ee's plans to add its first Wisconsin location in Oak Creek (Milwaukee area) in 2027, which will become its northernmost outpost. No specific address or date is provided beyond 2027.",https://www.aol.com/lifestyle/buc-ees-could-coming-very-182756140.html,2026-05-14 10:48:46,newsbatch_17_output,2026-05-15
Buc-ee's (North Carolina),North Carolina (full address not specified),Opening,2027,plans to add location in 2027,Buc-ee's plans to add its first North Carolina location in 2027 as part of a broader six-state expansion. No specific address or date is provided beyond 2027.,https://www.aol.com/lifestyle/buc-ees-could-coming-very-182756140.html,2026-05-14 10:48:46,newsbatch_17_output,2026-05-15
No qualifying business found,N/A,N/A,N/A,N/A,Article could not be fetched (robots.txt disallowed). No content available for extraction.,https://www.msn.com/en-us/money/companies/trader-joe-s-opening-30-new-locations-across-18-states-here-s-where/ar-AA1INAow,2026-05-14 10:23:57,newsbatch_17_output,2026-05-15
No qualifying business found,N/A,N/A,N/A,N/A,Article could not be fetched (403 Forbidden). No content available for extraction.,https://www.bizjournals.com/orlando/news/2026/05/14/orlando-disney-springs-closures-retail-changes.html,2026-05-14 10:00:00,newsbatch_17_output,2026-05-15
"Barnes & Noble (Aurora, OH)","7555 Market Place Drive, Aurora, OH (Marketplace at Four Corners)",Opening,"May 20, 2026",will open at 10 a.m. May 20,"Barnes & Noble will open a new 18,000-square-foot store at 7555 Market Place Drive in the Marketplace at Four Corners in Aurora, Ohio at 10 a.m. on May 20, 2026, in the former Party City space next to Old Navy. This will be the company's seventh store opening in Ohio since 2022 and second of 2026, following the Strongsville location that opened in January. Author Dan Chaon will cut the ribbon and sign copies of his horror novel at the grand opening.",https://www.beaconjournal.com/story/news/local/2026/05/14/barnes-noble-to-open-aurora-store-in-marketplace-at-four-corners/90058103007/,2026-05-14 09:51:00,newsbatch_17_output,2026-05-15
Krautheim & Swanson GemWorks,"4851 Harvey St., Norton Shores, MI",Closing,"May 16, 2026 (last day of regular business); retirement sale through June 13, 2026",closing (retirement sale events through June 13),"Krautheim & Swanson GemWorks, a jewelry store at 4851 Harvey St. in Norton Shores, Michigan, will close after its last day of regular business on May 16, 2026, with retirement sale events running over three weekends through June 13. Owners Karl Krautheim and Julie Swanson are retiring after approximately 18 years of operation, ending a 139-year, four-generation Krautheim family jeweler tradition founded in 1887. All inventory including jewelry, gemstones, display cases and tools will be available at the retirement sale.",https://www.aol.com/news/fourth-generation-west-michigan-jeweler-140851983.html,2026-05-14 09:48:35,newsbatch_17_output,2026-05-15
No qualifying business found,N/A,N/A,N/A,N/A,Article could not be fetched (403 Forbidden). No content available for extraction.,https://nbsla.ca/us-safeway-store-closures-2026/,2026-05-14 09:48:19,newsbatch_17_output,2026-05-15
"Five Guys (3393 Peachtree Rd NE, Atlanta)","3393 Peachtree Rd NE, Atlanta, GA",Closing,Not specified,recently closed its doors,"The Five Guys location at 3393 Peachtree Rd NE in Atlanta recently closed. According to the article, Five Guys has also closed 10 locations in California, Florida, Iowa, and Louisiana, though this Atlanta location is the only confirmed Georgia closure. Current Middle Georgia locations in Macon, McDonough, and Warner Robins are not reported as closing.",https://www.macon.com/news/local/article315738313.html,2026-05-14 09:30:00,newsbatch_17_output,2026-05-15
No qualifying business found,N/A,N/A,N/A,N/A,Article could not be fetched (robots.txt disallowed). No content available for extraction.,https://www.msn.com/en-us/money/companies/new-store-is-coming-to-crabtree-mall-in-raleigh-heres-what-we-know/ar-AA231LYj,2026-05-14 09:22:30,newsbatch_17_output,2026-05-15
O'Reilly Auto Parts (Branford),"850 West Main St., Branford, CT",Opening,Not specified (pending Planning and Zoning Commission approval),plans to open (pending town approvals),"O'Reilly Auto Parts has filed plans with Branford's Planning and Zoning Commission to demolish the vacant former Local Craft Kitchen building at 850 West Main St. and construct a 7,453-square-foot O'Reilly Auto Parts store with paved parking. The company is also planning a location in the Milford Plaza in Milford. No opening date has been set, as approvals are still pending.",https://www.nhregister.com/news/article/o-reillys-auto-parts-branford-ct-retail-22254689.php,2026-05-14 09:09:32,newsbatch_17_output,2026-05-15
Lidl (Tilbury),"St Chad's Road, Tilbury, Essex, UK (full address not specified)",Opening,Autumn 2026,planned launch this autumn,"Lidl is recruiting up to 40 roles at its new £10 million store off St Chad's Road in Tilbury, Essex, with a planned launch this autumn. The store is currently under construction and the recruitment deadline is set for May 20, 2026. Entry-level pay is offered at £13.45 per hour, rising with length of service.",https://www.echo-news.co.uk/news/26105528.lidl-tilbury-recruitment-drive-40-jobs-grabs/,2026-05-14 09:00:00,newsbatch_17_output,2026-05-15
No qualifying business found,N/A,N/A,N/A,N/A,Article could not be fetched (read timeout). No content available for extraction.,https://amp.myrtlebeachonline.com/living/food-drink/article315729029.html,2026-05-14 09:00:00,newsbatch_17_output,2026-05-15
No qualifying business found,N/A,N/A,N/A,N/A,Article could not be fetched (robots.txt disallowed). No content available for extraction.,https://www.msn.com/en-us/money/companies/houston-premium-outlets-adding-sephora-timberland-stores-this-month/ar-AA22gqux,2026-05-14 08:58:41,newsbatch_17_output,2026-05-15
No qualifying business found,N/A,N/A,N/A,N/A,Article could not be fetched (robots.txt disallowed). No content available for extraction.,https://www.msn.com/en-us/foodanddrink/foodnews/new-food-market-opens-staple-retailer-closing-ma-business-week/ar-AA22HGyt,2026-05-14 08:25:31,newsbatch_17_output,2026-05-15
"Aldi (Sandy Road, Llanelli)","Sandy Road, Llanelli, Wales, UK",Opening,Not specified (planning/consultation stage),planning a brand new store,"Aldi is planning a new £7 million store on Sandy Road in Llanelli on the site of the Pinopolis family entertainment centre, which Aldi describes as a ""renewal of its commitment"" to Llanelli. The proposal is currently at the public consultation stage. This would be the third Aldi to serve Llanelli, in addition to the existing Trostre store.",https://swanseabaynews.com/llanelli-aldi-to-build-7m-supermarket-on-site-of-pinopolis-the-entertainment-centre-that-only-opened-three-years-ago/,2026-05-14 08:25:11,newsbatch_17_output,2026-05-15
Pinopolis,"Sandy Road, Llanelli, Wales, UK",Closing,Not specified,"looking for a new home; Sandy Road site ""no longer economically or operationally viable""","Pinopolis, a family entertainment centre on Sandy Road in Llanelli that opened in April 2023 offering bowling, darts, soft play, and a diner, is vacating its site to make way for a proposed Aldi supermarket. The centre's owner David Edwards confirmed the site is ""no longer economically or operationally viable"" and that Pinopolis is looking for a new home. No specific closing date is given.",https://swanseabaynews.com/llanelli-aldi-to-build-7m-supermarket-on-site-of-pinopolis-the-entertainment-centre-that-only-opened-three-years-ago/,2026-05-14 08:25:11,newsbatch_17_output,2026-05-15
