state,company,city,notice_date,layoff_date,employees_affected,closure_type,notes,NAICS  Code,Local Area,Total  Employees,Effective  Date,NOTICE_DATE,JOB_SITE_NAME,COUNTY_NAME,WDA_NAME,TOTAL_LAYOFF_NUMBER,LayOff_Date,WFDD_RECEIVED_DATE,CITY_NAME,zip,lwib_area,address,contact_person,collective_bargaining_unit,type_detail
Virginia,Intuit,"Fredericksburg, VA",07/15/2014,09/15/2014,159,Permanent Reduction,,,,,,,,,,,,,,,,"2632 Marine Way, Mountain View, CA 94043",Sibel Sibel,,
Virginia,Corizon Health,"Northern, VA",07/11/2014,09/30/2014,216,Layoff,,,,,,,,,,,,,,,,"105 West Park Drive, Brentwood, TN 37027",Corizon Health Young,,
Virginia,"Acision, LLC","Richmond, VA",07/11/2014,09/09/2014,65,Permanent Reduction,,,,,,,,,,,,,,,,"6404 Internatioanl Parkway, Plano, TX 75093",Christina Foushee,,
Virginia,United Arab Shipping Company (UASC),"Chesapeake, VA",07/08/2014,09/01/2014,20,Layoff,,,,,,,,,,,,,,,,"511 South Avenue East, Cranford, NJ 7016",Anil Vitarana,,
Virginia,"Med-Fit Systems, Inc.","Independence, VA",07/02/2014,06/30/2014,104,Permanent Reduction,,,,,,,,,,,,,,,,"709 Powerhouse Road, Independence, VA 24348",Mollie Beach,,
Virginia,"Transit Holding, LLC","Purcellville, VA",07/01/2014,08/31/2014,52,Layoff,,,,,,,,,,,,,,,,"109 North Bailey Lane, Purcellville, VA 20132",Carol Menking,,
Virginia,"NII Holdings, Inc.","Reston, VA",07/01/2014,07/31/2014,88,Layoff,,,,,,,,,,,,,,,,"1875 Explorer Street, Reston, VA 20190",Shana Smith,,
Virginia,"Dickenson-Russell Coal Company, LLC","Haysi, VA",06/26/2014,08/25/2014,121,Closure,,,,,,,,,,,,,,,,"7546 Gravel Lick Road, Cleveland, VA 24225",Dedra Helbert,,
Virginia,Harris IT Services,"Sterling, VA",06/26/2014,08/29/2014,53,Layoff,,,,,,,,,,,,,,,,"447873 Falcon Place, Sterling, VA 20166",Charlene Collier,,
Virginia,"AMACD American Cadastre, LLC","Herndon, VA",06/23/2014,06/23/2014,63,,,,,,,,,,,,,,,,,"13650 Dulles Technology Drive, Herndon, VA 20171",Jim Harriot,,
Virginia,Wolff Fording & Company,"Richmond, VA",06/23/2014,06/23/2014,118,Closure,,,,,,,,,,,,,,,,"2220 East Main Street, Richmond, VA 23223",Richard Shuster,,
Virginia,"Jacobs Technology Inc., Advanced Systems Group","Dumfries, VA",06/02/2014,06/28/2014,84,Layoff,,,,,,,,,,,,,,,,"1020 Titan Court, Fort Walton Beach, FL 32547",Eric Rolaf,,
Virginia,HMS Host,"Fairfaix, VA",06/02/2014,08/07/2014,67,,,,,,,,,,,,,,,,,"Dulles International Airport, Washington, DC 20041",Andrea Parker,,
Virginia,Electronic Arts Inc.,"Fairfax, VA",05/29/2014,07/28/2014,69,Closure,,,,,,,,,,,,,,,,"209 Redwood Shores Parkway, Redwood City, CA 94065",Gabrielle Toledano,,
Virginia,"Carl Zeiss Vision, Inc.","Chester, VA",05/29/2014,07/29/2014,73,Layoff,,,,,,,,,,,,,,,,"12121 Scripps Summit Drive, San Diego, CA 92131",Angela Chow,,
Virginia,Bank of America,"Richmond, VA",05/22/2014,07/20/2014,5,Permanent Reduction,,,,,,,,,,,,,,,,"1455 Pennsylvania Ave., NW, Washington, DC 20004",John Collingwood,,
Virginia,Sodexo,"Roanoke, VA",05/19/2014,07/06/2014,45,Closure,,,,,,,,,,,,,,,,"8004 Fishburn Drive, Roanoke, VA 24019",Helen Cox,,
Virginia,U.S. Aviation Services Corp.,"Sterling, VA",05/13/2014,07/15/2014,213,,,,,,,,,,,,,,,,,"1550 S. Indiana Avenue, Chicago, IL 60605",Miguel Perez,,
Virginia,Cox Communications,"Cheseapeake, VA",05/07/2014,07/06/2014,172,Layoff,,,,,,,,,,,,,,,,"1341 Crossways Blvd, Chesapeake, VA 23320",Dan Urig,,
Virginia,Northrop Grumman Corporation,"Virginia Beach, VA",05/05/2014,07/22/2014,57,Layoff,,,,,,,,,,,,,,,,"2411 Dulles Corner Park, Herndon, VA 20171",Wes Jarmulowicz,,
Virginia,"Caterpillar Global Mining America, LLC","Pulaski, VA",05/02/2014,07/01/2014,180,Closure,,,,,,,,,,,,,,,,"6744 Howell Avenue, Oak Creek, WI 53154",Jennifer Wick,,
Virginia,Community Development Institute Head Start (CDI HS),"Virginia Beach, VA",04/30/2014,07/01/2014,63,Layoff,,,,,,,,,,,,,,,,"PO Box 12638, Virginia Beach, VA 23452",Kenneth Wolfe,,
Virginia,"Caterpillar Global Mining America, LLC","Pearisburg, VA",04/29/2014,06/30/2014,45,Closure,,,,,,,,,,,,,,,,"6744 Howell Avenue, Oak Creek, WI 53154",Jennifer Wick,,
Virginia,"Med-Fit Systems, Inc.","Independence, VA",04/18/2014,04/21/2014,61,,,,,,,,,,,,,,,,,"709 Powerhouse Road, Independence, VA 24348",Dean Sbragia,,
Virginia,Reinhart Foodservices,"Prince George, VA",04/14/2014,06/08/2014,46,Layoff,,,,,,,,,,,,,,,,"100 Harborview Plaza, La Crosse, WI 54601",Ian Walker,,
Virginia,B&W mPower,"Lynchburg, VA",04/14/2014,06/16/2014,211,,,,,,,,,,,,,,,,,"11525 N. Community House Road, Charlotte, NC 28277",James Canafax,,
Virginia,American Eagle,"Washington, DC",03/31/2014,06/04/2014,62,Permanent Reduction,,,,,,,,,,,,,,,,"1 Aviation Circle, Washington, DC 20001",Carole Vickerman,,
Virginia,NIITEK,"Charlottesville, VA",03/19/2014,05/23/2014,78,Permanent Reduction,,,,,,,,,,,,,,,,"23031 Ladbrook Drive, Dulles, VA 20166",Christine Collins,,
Virginia,DynCorp International,"Portsmouth, VA",03/19/2014,04/30/2014,73,Layoff Permanent Reduction,,,,,,,,,,,,,,,,"1700 Old Meadow Road, McLean, VA 22102",Trevor Martin,,
Virginia,Aramark,"Leesburg, VA",03/17/2014,05/16/2014,197,Permanent Reduction,,,,,,,,,,,,,,,,"2300 Warrenville Road, Downers Grove, IL 60515",Danilia Mayer,,
Virginia,"STEPS, Inc.","Lunenburg, VA",03/13/2014,06/01/2014,110,Layoff,,,,,,,,,,,,,,,,"225 Industrial Park Road, Farmville, VA 23901",Cynthia Saunders,,
Virginia,Union First Market Bank,"Christiansburg, VA",03/10/2014,05/09/2014,80,Permanent Reduction,,,,,,,,,,,,,,,,"P.O. Box 940, Ruther Glen, VA 22546",Tamika Brewer,,
Virginia,Lockheed Martin Corporation Information Systems & Global Solutions,"Arlington, VA",03/07/2014,05/07/2014,165,Layoff,,,,,,,,,,,,,,,,"1725 Jefferson Davis Hwy, Arlington, VA 22202",Tiffeny Boone,,
Virginia,"General Dynamics Information Technology, Inc.","Chester, VA",03/06/2014,05/09/2014,344,Permanent Reduction,,,,,,,,,,,,,,,,"3060 Williams Drive, Fairfax, VA 22031",Jennifer Bailey,,
Virginia,"NCO Financial Systems, Inc.","Virginia Beach, VA",03/05/2014,05/04/2014,107,Permanent Reduction,,,,,,,,,,,,,,,,"4740 Baxter Road, Virginia Beach, VA 23462",Jackie Tate,,
Virginia,Child Care Aware of America,"Arlington, VA",02/28/2014,05/01/2014,60,Permanent Reduction,,,,,,,,,,,,,,,,"1515 N. Courthouse Road, Arlington, VA 22201",Leslie Jackson,,
Virginia,General Dynamics Information Technology,"Suffolk, VA",02/25/2014,04/26/2014,110,Layoff,,,,,,,,,,,,,,,,"3120 Fairview Park Drive, Falls Church, VA 22042",Barbara Beaulieu,,
Virginia,The Commodore Corporation,"Danville, VA",02/20/2014,04/16/2014,116,Closure,,,,,,,,,,,,,,,,"1423 Lincolnway East, Goshen, IN 46527",Barry Shein,,
Virginia,Coral Graphics,"Winchester, VA",02/17/2014,04/19/2014,100,Realignment,,,,,,,,,,,,,,,,"804 South Broadway, Hicksville, VA 23219",Dana Mingo,,
Virginia,Sheraton Crystal City Hotel,"Arlington, VA",01/24/2014,04/12/2014,95,Closure,,,,,,,,,,,,,,,,"1800 Jefferson Davis Hwy, Arlington, VA 22202",Juile Cashin Yeung,,
Virginia,Bank of America,"Richmond, VA",01/24/2014,03/24/2014,79,Layoff,,,,,,,,,,,,,,,,"1455 Pennsylvania Ave., NW, Washington, DC 20004",John Collingwood,,
Virginia,Kroger Food Stores,"Galax, VA",01/17/2014,03/21/2014,52,Closure,,,,,,,,,,,,,,,,"P.O BOX 14002, Roanoke, VA 24038",Michael Christle,,
Virginia,JC Penney,"Norfolk, VA",01/15/2014,05/03/2014,115,Closure,,,,,,,,,,,,,,,,"880 N. Military Hwy, Norfolk, VA 23502",Lawrence Viands,,
Virginia,Aditya Birla Minacs,"Henrico, VA",12/28/2013,03/29/2014,172,,,,,,,,,,,,,,,,,"9950 Mayland Drive, Henrico, VA 23233",Courtney Hines,,
Virginia,Bostwick Laboratories,"Glen Allen, NY",12/12/2013,02/03/2014,44,Closure,,,,,,,,,,,,,,,,"100 Charles Lindbargh Blvd, Uniondale, NY 11553",Jerry Diffley,,
Virginia,"SB Capital Acquisition, LLC (JC's 5 Outlet store)","Martinsville, VA",11/25/2013,12/18/2013,31,Closure,,,,,,,,,,,,,,,,"4010 E. Fifth Avenue, Columbus, OH 43219",Angela Golden,,
Virginia,"JELD-WEN, Inc.","Christianburg, VA",11/12/2013,01/31/2013,109,Closure,,,,,,,,,,,,,,,,"3250 Lakeport Blvd., Klamath Falls, OR 97601",Eric Martin,,
Virginia,"Mitsubishi Nuclear Energy Systems, Inc. (MNES)","Arlington, VA",10/31/2013,12/31/2013,15,,,,,,,,,,,,,,,,,"11405 North Community House Rd. Ste 300, Charlotte, NC 28277",Rhonda Bishop,,
Virginia,Boehringer Ingelheim,"Petersburg, VA",10/28/2013,12/31/2013,63,,,,,,,,,,,,,,,,,"2820 North Normady Drive, Petersburg, VA 23805",Lisa Salazar,,
Virginia,"NRG Energy, Inc.","Alexandria, VA",10/21/2013,12/02/2013,4,Closure,,,,,,,,,,,,,,,,"211 Carnegie Center, Princeton, NJ 8540",Adama Mosely,,
Virginia,Georgia-Pacific LLC,"Jarratt, VA",10/09/2013,12/08/2013,65,,,,,,,,,,,,,,,,,"133 PeachTree Street NE, Atlanta, GA 30348",Theresa Jenkins,,
Virginia,"DNC Parks & Resorts at Shenandoah, Inc.","Luray, VA",10/01/2013,10/01/2013,267,,,,,,,,,,,,,,,,,"P.O. Box 727, Luray, VA 22835",Pam Wightman,,
Virginia,"DNC Parks & Resorts at Peaks of Otter, Inc.","Bedford, VA",10/01/2013,10/01/2013,88,,,,,,,,,,,,,,,,,"P.O. Box 489, Bedford, VA 24523",Pam Wightman,,
Virginia,"Northrop Grumman, Information Systems Sector, Intelligence Systems Division","Reston, VA",09/30/2013,11/29/2013,52,,,,,,,,,,,,,,,,,"12011 Sunset Hills Rd, Reston, VA 20190",Kimberly Sullivan,,
Virginia,Bostwick Laboratories,"Glen Allen, VA",09/25/2013,11/25/2013,34,,,,,,,,,,,,,,,,,"100 Charles Lindbergh Blvd, Uniondale, NY 11553",Jerry Diffley,,
Virginia,URS Corporation,"Salem, VA",09/19/2013,11/12/2013,16,,,,,,,,,,,,,,,,,"277 Bendix Road, Virginia Beach, VA 23452",Kristen Early-Perez,,
Virginia,URS Corporation,"Chester, VA",09/19/2013,12/05/2013,21,,,,,,,,,,,,,,,,,"277 Bendix Road, Virginia Beach, VA 23452",Kristen Early-Perez,,
Virginia,URS Corporation,"Staunton, VA",09/16/2013,09/28/2013,15,,,,,,,,,,,,,,,,,"277 Bendix Road, Virginia Beach, VA 23452",Kristen Early-Perez,,
Virginia,URS Corporation,"Virginia Beach, VA",09/16/2013,11/13/2013,106,,,,,,,,,,,,,,,,,"277 Bendix Road, Suite 500, Virginia Beach, VA 23452",Kristen Early-Perez,,
Virginia,Fluor,"Richmond, VA",09/12/2013,10/06/2013,184,,,,,,,,,,,,,,,,,"100 Fluor Drive, Greenville, SC 29607",David Bright,,
Virginia,Lee Regional Medical Center,"Pennington Gap, VA",09/11/2013,10/01/2013,137,,,,,,,,,,,,,,,,,"P.O. Box 589, Pennington Gap, VA 24277",Hamlin Wilson,,
Virginia,Grede,"Radford, VA",09/06/2013,12/31/2013,264,,,,,,,,,,,,,,,,,"1701 West Main Street, Radford, VA 24141",Jeff Hamley,,
Virginia,Minova,"Grundy, VA",09/05/2013,12/30/2013,65,,,,,,,,,,,,,,,,,"150 Carley Court, Goergetown, KY 40324",Mathieu Paquette,,
Virginia,Bank of America,"Fairfax, VA",08/29/2013,10/31/2013,50,,,,,,,,,,,,,,,,,"1455 Pennsylvania Ave., NW, Washington, DC 20004",John Collingwood,,
Virginia,Northrop Grumman Information Systems,"Reston, VA",07/08/2013,09/03/2013,8,,,,,,,,,,,,,,,,,"12011 Sunset Hills Rd, Reston, VA 0",Janelle Snavely,,
Virginia,"Schmitt E.G., Inc.","Sandston, VA",06/28/2013,09/03/2013,87,,,,,,,,,,,,,,,,,"251 Boston Post Road, Guilford, CT 0",J. Phillip Smyth,,
Virginia,The Boeing Company,"Fairfaix, VA",06/21/2013,08/23/2013,5,,,,,,,,,,,,,,,,,"P.O. Box 3707, Seattle, WA 98124",Carol Luft,,
Virginia,"Smithfield Packaging Company, Inc.","Portsmouth, VA",06/17/2013,08/16/2013,122,,,,,,,,,,,,,,,,,"601 N. Church Street, SmithField, VA 23430",Richard Dean,,
Virginia,Shenandoah's Pride,"Springfield, VA",06/12/2013,08/12/2013,110,,,,,,,,,,,,,,,,,"5325 Port Royal Road, Springfield, VA 0",Ashley Stevenson,,
Virginia,JPMorgan Chase & Co.,"Falls Church, VA",06/06/2013,07/06/2013,84,,,,,,,,,,,,,,,,,"36 East Midland Avenue, Paramus, NJ 7652",Caren Feldman,,
Virginia,AARP,"Lorton, VA",06/05/2013,08/02/2013,18,,,,,,,,,,,,,,,,,"601 E Street, NW, Washington, DC 0",John Sigmon,,
Virginia,Bechtel Infrastructure Corporation,"Vienna, VA",05/25/2013,07/26/2013,117,,,,,,,,,,,,,,,,,"12011 Sunset Hills Road, Reston, VA 0",Tracy Moravek,,
Virginia,"Northrop Grumman Technical Services, Inc.","Virginia Beach, VA",05/24/2013,07/22/2013,56,,,,,,,,,,,,,,,,,"2411 Dulles Corner Park, Herndon, VA 0",Wes Jarmulowicz,,
Virginia,Comcast,"Prince William, VA",05/16/2013,07/16/2013,159,,,,,,,,,,,,,,,,,"11101 University Blvd, Manassas, VA 20110",Donna Rattly,,
Virginia,Comcast,"Henrico, VA",05/16/2013,09/07/2013,53,,,,,,,,,,,,,,,,,"5401 Staples Mill Road, Henrico, VA 0",Donna Rattley,,
Virginia,"Chenega Integrated Ssystems, LLC","Winchester, VA",05/15/2013,07/15/2013,55,,,,,,,,,,,,,,,,,"1990 Highland Vista Drive, Ashburn, VA 20147",Sue Lang,,
Virginia,"Chenega Aerospace, LLC","Front Royal, VA",05/15/2013,07/15/2013,9,,,,,,,,,,,,,,,,,"3000 C Street, Anchorage, AR 99503",Melissa Boone,,
Virginia,Liberty Medical Supply,"Salem, VA",05/10/2013,07/08/2013,18,,,,,,,,,,,,,,,,,"2157 Apperson Drive, Salem, VA 0",Lorri Newman,,
Virginia,Stage Stores,"Sout Hill, VA",04/30/2013,05/03/2013,112,,,,,,,,,,,,,,,,,"10201 Main Street, Houston, TX 77025",Gina Fisher,,
Virginia,Akima/DTSV,"Alexandria, VA",04/26/2013,06/30/2013,324,,,,,,,,,,,,,,,,,"1600 Thimble Shoals Blvd, Newport News, VA 0",Will David,,
Virginia,Chatwells School Dining Services,"Spotsylvania County, VA",04/23/2013,06/06/2013,120,,,,,,,,,,,,,,,,,"Spotsylvania Public Schools, Fredericksburg, VA 22407",Rose Mallasch,,
Virginia,"MV Transportation, Inc.","Chantilly, VA",04/12/2013,06/13/2013,110,,,,,,,,,,,,,,,,,"5910 N. Central Expressway, Dallas, TX 0",Donna Snowden,,
Virginia,"Northrop Grumman, Information Systems, Intelligence Systems Division","Reston, VA",03/31/2013,05/31/2013,10,,,,,,,,,,,,,,,,,"12011 Sunset Hills Road, Reston, VA 20190",Janelle Snavely,,
Virginia,Lockheed Martin,"Suffolk & Virginia Beach, VA",03/28/2013,05/31/2013,59,,,,,,,,,,,,,,,,,"1408 Stephanie Way, Chesapeake, VA 23320",Linda Lacy,,
Virginia,SAIC,"Falls Church, VA",03/22/2013,05/22/2013,150,Permanent Reduction,,,,,,,,,,,,,,,,"6565 Arlington Blvd., Falls Church, VA 22042",Mark Escobar,,
Virginia,"1859 Historic Hotels, Ltd. (Williamsburg Hospitality House)","Williamsburg, VA",03/22/2013,05/21/2013,110,,,,,,,,,,,,,,,,,"P.O. Box 59, Galveston, TX 77553",Eugene Lucas,,
Virginia,The Examiner,"Springfield, VA",03/19/2013,06/14/2013,65,,,,,,,,,,,,,,,,,"Clarity Media Group, Denver, CO 80202",Katherine Florman,,
Virginia,Kroger Food Stores,"Farmville, VA",03/19/2013,05/21/2013,80,,,,,,,,,,,,,,,,,"P.O. Box 14002, Roanoke, VA 24038",Michael Christle,,
Virginia,TRI-ARK,"Arlington, VA",03/11/2013,04/30/2013,80,,,,,,,,,,,,,,,,,"1230 Old York Road, Warminister, PA 0",Joy Ciocca,,
Virginia,"OMNISEC International Security Services, INC.","Arlington, VA",03/08/2013,05/09/2013,99,,,,,,,,,,,,,,,,,"14151 Park Meadow Drive, Arlington, VA 20151",Kelly Grems,,
Virginia,INOVA,"Falls Church, VA",03/07/2013,05/12/2013,438,,,,,,,,,,,,,,,,,"8110 Gatehouse Road, Falls Church, VA 22042",Angela Mannino,,
Virginia,SERCO Inc.*,"Harrisonburg, VA",03/06/2013,11/30/2012,75,,,,,,,,,,,,,,,,,"1818 Library Street, Reston, VA 0",Tammy Johnson,,
Virginia,Advanced Federal,"Fort Eustis, VA",03/01/2013,04/30/2013,72,,,,,,,,,,,,,,,,,"250 Sun Temple Drive, Madison, AL 35758",Elea Hanks,,
Virginia,NSC Technologies Worldwide*,"Portsmouth, VA",02/22/2013,11/30/2012,0,,,,,,,,,,,,,,,,,"660 Mt. Vernon Ave., Portsmouth, VA 23707",Debra Zartman,,
Virginia,"BAE Systems Norfolk Ship Repair, Inc.*","Norfolk, VA",02/22/2013,11/30/2012,0,,,,,,,,,,,,,,,,,"750 West Berkley Ave., Norfolk, VA 23523",Sandy Kight,,
Virginia,Stage Stores (Peebles),"South Hill, VA",02/20/2013,05/01/2013,50,Permanent Reduction,,,,,,,,,,,,,,,,"One Peebles Street, South Hill, VA 23970",Gina Fisher,,
Virginia,Advanced Federal Services Corporation,"Fort Lee, VA",02/15/2013,03/28/2013,96,Layoff,,,,,,,,,,,,,,,,"250 Sun Temple Drive, Madison, AL 35758",Elea Hanks,,
Virginia,"SunCoke Energy, Inc. (Jewell Coal Mine)","Oakwood, VA",02/08/2013,02/09/2013,51,Closure,,,,,,,,,,,,,,,,"P.O. Box 70, Vansant, VA 24656",Sue Mullins,,
Virginia,"Alpha Natural Resources (Paramont Coal Company Virginia, LLC)","McFall, VA",02/08/2013,04/09/2013,84,Closure,,,,,,,,,,,,,,,,"P.O. Box 2560, Wise, VA 24293",Rhonda Dotson,,
Virginia,Alpha Natural Resources (Mill Branch Coal Corp),"Appalachia, VA",02/08/2013,04/09/2013,102,Closure,,,,,,,,,,,,,,,,"P.O. Box 2560, Wise, VA 24293",Rhonda Dotson,,
Virginia,HSBC,"Chesapeake, VA",02/07/2013,04/12/2013,164,Closure,,,,,,,,,,,,,,,,"P.O. Box 2013, Buffalo, NY 14240",Hiram Givens,,
Virginia,NRG Energy,"Alexandria, VA",02/01/2013,02/01/2013,11,Closure,,,,,,,,,,,,,,,,"211 Carnegie Center, Princeton, NJ 8540",Adam Mosley,,
Virginia,Serco,"Merrifield, VA",01/25/2013,04/01/2013,82,,,,,,,,,,,,,,,,,"1818 Library Street, Suite 1000, Reston, VA 20190",Tony Kuester,,
Virginia,"International Veneer Company, Inc.","South Hill, VA",01/14/2013,03/15/2013,100,Layoff,,,,,,,,,,,,,,,,"1551 Montgomery Street, South Hill, VA 23970",Tyler Howerton,,
Virginia,Liberty Medical Supply,"Salem, VA",01/07/2013,02/16/2013,186,,,,,,,,,,,,,,,,,"2157 Apperson Drive, Salem, VA 24153",Danielle Veltre,,
Virginia,URS Federal Services,"Falls Church, VA",01/02/2013,02/07/2013,24,Permanent Reduction,,,,,,,,,,,,,,,,"4800 Westfields Blvd, Chantilly, VA 20151",Cetta Flosi,,
Virginia,"Home Care Industries, Inc.","LaCrosse, VA",01/02/2013,01/02/2013,113,Closure,,,,,,,,,,,,,,,,"350 Golden Eagle Drive, LaCrosse, VA 23950",Christine Watson,,
Virginia,Archstone,"Alexandria, VA",12/22/2012,02/25/2013,69,Layoff,,,,,,,,,,,,,,,,"9200 East Panorama Circle, Englewood, VA 80112",Jeanne Lynch,,
Virginia,American Management Services (Pinnacle),"Fort Belvoir (Fairfax County), VA",12/21/2012,12/14/2012,66,Closure,,,,,,,,,,,,,,,,"2801 Alaskan Way, Suite 200, Seattle, WA 98121",M. Scott Orrantia,,
Virginia,"General Dynamics Information Technology, Inc.","Charlottesville, VA",12/17/2012,02/28/2013,84,Permanent Reduction,,,,,,,,,,,,,,,,"3211 Jermantown Rd., Fairfax, VA 22030",Ann Cox,,
Virginia,Mundy Support Services LLC,"Narrows, VA",12/13/2012,01/02/2013,124,Layoff,,,,,,,,,,,,,,,,"11150 South Wilcrest Drive, Houston, TX 77272",Ralph Beard,,
Virginia,CDI Marine Company,"Portsmouth, VA",12/03/2012,01/31/2012,55,Layoff,,,,,,,,,,,,,,,,"5700 Ward Avenue, Virginia Beach, VA 23455",Luisa-Mari Lozano,,
Virginia,Masco Cabinetry,"Atkins, VA",11/15/2012,01/14/2013,280,Closure,,,,,,,,,,,,,,,,"686 Mulberry Lane, Atkins, VA 24311",Barry Loupe,,
Virginia,Sears,"Lynchburg, VA",11/15/2012,01/15/2013,5,Layoff,,,,,,,,,,,,,,,,"Tucker HR Support Center, Omaha, NE 68103",Pam Ballstee,,
Virginia,Smithfield,"Portsmouth, VA",11/12/2012,04/30/2013,388,Closure,,,,,,,,,,,,,,,,"601 North Church Street, Smithfield, VA 23430",Richard Dean,,
Virginia,JELD-WEN-rescinded,"Christianburg, VA",11/06/2012,12/31/2012,138,Closure,,,,,,,,,,,,,,,,"3250 Lakeport Blvd, Klamath Falls, VA 97601",Boyd Rogers,,
Virginia,Target,"Manasas, VA",11/05/2012,02/02/2013,80,Closure,,,,,,,,,,,,,,,,"13301 Gateway Center Drive, Gainesville, VA 20155",Kristen Maskell,,
Virginia,SAIC,"Charlottesville, VA",11/01/2012,12/28/2012,80,Layoff,,,,,,,,,,,,,,,,"Science Application International Corporation, Reston, VA 20190",Deborah Drake,,
Virginia,AGA Service Company dba Allianz Global Assistance,"Richmond, VA",11/01/2012,01/04/2013,139,Closure,,,,,,,,,,,,,,,,"2805 North Parham Road, Richmond, VA 23294",Gina Prettitore-Austin,,
Virginia,DuPont,"Chesterfield County, VA",10/30/2012,12/31/2012,64,Layoff,,,,,,,,,,,,,,,,"5200 DuPont Site Road, Richmond, VA 23234",Rebecca White,,
Virginia,"SRA International, Inc.","Arlington, VA",10/29/2012,01/01/2013,222,Layoff,,,,,,,,,,,,,,,,"4350 Fair Lakes Court, Fairfax, VA 22033",Scott Johnson,,
Virginia,Henkel-Harris,"Winchester, VA",10/29/2012,12/31/2013,122,Closure,,,,,,,,,,,,,,,,"P.O. Box 2170, Winchester, VA 22604",Brian Baldwin,,
Virginia,Wyle,"McLean, VA",10/26/2012,11/30/1999,60,Layoff,,,,,,,,,,,,,,,,"Science Technology & Engineering Group, Houston, TX 77058",Roger Walter,,
Virginia,SEARS,"Lynchburg, VA",10/23/2012,01/23/2013,71,Layoff,,,,,,,,,,,,,,,,"Tucker HR Support Center, Omaha, NE 68103",Steve Schumacher,,
Virginia,Strayer University,"Chantilly, VA",10/15/2012,12/14/2012,61,Closure,,,,,,,,,,,,,,,,"2303 Dulles Station Blvd, Herndon, VA 20171",Brian Jones,,
Virginia,"Kurz-Kasch, Inc.","South Boston, VA",10/11/2012,02/01/2013,59,Closure,,,,,,,,,,,,,,,,"1222 Seymour Drive, South Boston, VA 24592",Cathy Womack,,
Virginia,"Money Mailer, LLC","Franklin, VA",10/08/2012,03/05/2013,72,Closure,,,,,,,,,,,,,,,,"12131 Western Avenue, Garden Grove, CA 92841",Jeanne Stanley,,
Virginia,BAE Systems Technology Solutions & Services Inc.,"Newport News, VA",10/05/2012,10/26/2012,77,Layoff,,,,,,,,,,,,,,,,"6 Manhattan Square, Hampton, VA 23666",Charles Broach,,
Virginia,"ARAMARK Sports and Entertainment Services, LLC","Luray, VA",10/02/2012,12/31/2012,228,Closure,,,,,,,,,,,,,,,,"Shenandoah National Park Operations, Luray, VA 22835",Patrick McKeown,,
Virginia,Alpha Natural Resources,"Appalachia, VA",09/18/2012,11/17/2012,110,,,,,,,,,,,,,,,,,"5703 Crutchfield Drive, Norton, VA 24273",Gary Duncan,,
Virginia,American Airlines,"Chantilly, VA",09/17/2012,11/16/2012,48,Layoff,,,,,,,,,,,,,,,,"4333 Amon Carter Blvd. MD 5256, Fort Worth, TX 76155",Tiffany Schildge,,
Virginia,Flour,"Richmond, VA",09/12/2012,10/06/2013,184,,,,,,,,,,,,,,,,,"100 Fluor Daniel Manager, Greenville, SC 29607",David Bright,,
Virginia,GenOn,"Alexandria, VA",09/06/2012,10/08/2012,49,Closure,,,,,,,,,,,,,,,,"1000 Main Street, Houston, TX 77002",Adama Mosely,,
Virginia,URS,"Virginia Beach, VA",09/06/2012,10/31/2012,204,Layoff,,,,,,,,,,,,,,,,"2701 Liberty Parkway, Midwest City, OK 73110",Brittne Bailey,,
Virginia,Regional Elite,"Roanoke, VA",08/24/2012,10/30/2012,38,Closure,,,,,,,,,,,,,,,,"7500 Airline Drive, Minneapolis, MN 55450",Jannie Guzick,,
Virginia,Aer Lingus,"Dulles, VA",08/24/2012,10/30/2012,62,,,,,,,,,,,,,,,,,"300 Jericho Quadrangle, Suite 130, Jericho, NY 11753",Jack Foley,,
Virginia,General Dynamics Land Systems,"Woodbridge, VA",08/23/2012,10/01/2012,44,,,,,,,,,,,,,,,,,"38500 Mound Road, Sterling Heights, MI 48310",Linda Damer,,
Virginia,Federal Mogul,"Winchester, VA",08/10/2012,10/12/2012,129,Closure,,,,,,,,,,,,,,,,"2410 Papermill Road, Winchester, VA 22601",Cynthia Edmundson,,
Virginia,Dove Vinyl Windows,"Dublin, VA",08/08/2012,08/13/2012,52,Closure,,,,,,,,,,,,,,,,"767 Sans Souci Parkway, Wikes-Barre, PA 18706",Daniel Monek,,
Virginia,"Masterbrand Cabinets, Inc.","Martinsville, VA",08/03/2012,08/10/2012,345,Closure,,,,,,,,,,,,,,,,"P.O. Box 420, Jasper, IN 47547",Robert Jacobs,,
Virginia,"G4S Government Solutionas , Inc.","Fort Belvoir, VA",08/02/2012,09/30/2012,98,Layoff,,,,,,,,,,,,,,,,"7121 Fairway Drive, Suite 301, Palm Beach Gardens, FL 33418",Paul Cottle,,
Virginia,"G4S Government Solutions, Inc.","Fort Lee, VA",08/02/2012,09/30/2012,68,Layoff,,,,,,,,,,,,,,,,"7121 Fairway Drive, Suite 301, Palm Beach, FL 33418",Paul Cottle,,
Virginia,Golden Living,"Richmond, VA",07/30/2012,10/02/2012,42,Closure,,,,,,,,,,,,,,,,"1000 Fianna Way, Fort Smith, AR 72921",Pat Powell,,
Virginia,BAE Systems Technology Solutions & Services Inc.,"Newport News, VA",07/24/2012,08/27/2012,76,Layoff,,,,,,,,,,,,,,,,"6 Manhattan Square, Hampton, VA 23666",Rene' Gilliam,,
