state,company,city,notice_date,layoff_date,employees_affected,closure_type,notes,address,contact_person,collective_bargaining_unit
Virginia,Dollar Tree - Chesapeake,"Chesapeake, VA",04/19/2023,06/23/2023,90,Layoff,,"500 Volvo Parkway, Chesapeake, VA 23320",Kristin Tetreault,
Virginia,"American Anesthesiology Association of Virginia, Inc","Falls Church & McLean, VA",04/11/2023,06/11/2023,172,Closure,,"3300 Gallows Road, Falls Church, VA 22042",Christine Boateng,"CRNA Association of Fairfax, 3300 Gallows Rd., Falls Church, VA 22042, Melissa Stout, President"
Virginia,National Institute of Aerospace,"Hampton, VA",03/31/2023,05/31/2023,65,Layoff,,"100 Exploration Way, Hampton, VA 23666",Cathy Hopkins,
Virginia,Gannett,"McLean, VA",03/16/2023,03/16/2023,44,Layoff,,"7950 Jones Branch Drive, McLean, VA 22046",Anya Wilcox,
Virginia,Target-T3295 Store,"Falls Church, VA",03/13/2023,05/13/2023,28,Closure,,"500 S. Washington Street, Falls Church, VA 22046",Kiran Benipal,
Virginia,Morrison Healthcare (Maryview Medical Center),"Portsmouth, VA",03/13/2023,05/07/2023,74,Layoff,,"3636 High Street, Portsmouth, VA 23707",Michael McDonald,
Virginia,"Tyson Foods, Inc.","Glen Allen, VA",03/13/2023,05/12/2023,612,Closure,,"2200 W. Don Tyson Parkway, Springdale, AR 72762",Bobby Barragan,
Virginia,"Tyson Foods, Inc","Jetersville, VA",03/13/2023,05/12/2023,60,Closure,,"2200 W. Don Tyson Parkway, Springdale, AR 72762",Bobby Barragan,
Virginia,"Golden SVCS, LLC","Lorton, Manassas, & Springfield, VA",01/11/2023,02/28/2023,26,Closure,,"1936 Oak Ridge Turnpike, Oak Ridge, TN 37830",Robyn Singleton,"SPFPA local 444 (GSA Warehouse) David Hickey, 25510 Kelly Rd., MI; Federal Contract Guards of America (SSA Manassas) Michael Jones, 445 Park Ave.,NY ; URSO (DLA Location) Stanley Hutchins, 9332 Annapolis Rd., MD; GUSP (ICE Location) Kent Emery, MD"
Virginia,"Specialized Bicycle Components, Inc","Richmond, VA",01/11/2023,01/13/2023,1,Layoff,,"15130 Concord Circle, Morgan Hill, CA 95037",Amy DeLong,
Virginia,American Electronics Inc. (Amelex),"Arlington, VA",01/05/2023,03/10/2023,78,Layoff,,"1225 South Clark St, Suite 500, Arlington, VA 22202",Deana Kilgore,
Virginia,Custom Ink,"Charlottesville, VA",01/03/2023,03/04/2023,175,Closure,,"1180 Seminole Trail, Suite 147, Charlottesville, VA 22901",Isaac Johnson,
Virginia,"DTSV, Inc.","Arlington, VA",12/01/2022,01/31/2023,74,Layoff,,"2200 Crystal Drive, Arlington, VA 22202",Will David,
Virginia,Newell Brands (Yankee Candle Co. Inc.),"Forest, VA",11/01/2022,12/31/2022,187,Closure,,"1000 Dillard Drive, Forest, VA 24551",Heather Merchant,
Virginia,AM LLC,"Leesburg, VA",10/31/2022,12/30/2022,25,Layoff,,"161 Fort Even Rd NE, Suite 250, Leesburg, VA 20176",Dan Gabriel,
Virginia,"Starry, Inc","Arlington, VA",10/20/2022,10/21/2022,53,Layoff,,"3330 Washington Blvd, Suite 600, Arlington, VA 22201",Jeremy MacKechnie,
Virginia,Golden Services. LLC,"Fairfax, Reston, VA",10/18/2022,12/01/2022,34,Layoff,,"2675 Prosperity Avenue, Fairfax, VA 20598",Michelle Martin,"SPFPA (Metro) is International President, David Hickey, 25510 Kelly Road, Roseville MI 48066. Federal Contract Guards of America (SSA Reston) is President, Michael Jones, 445 Park Avenue, New York, NY 10022."
Virginia,Genesis Logistics Inc.,"Franconia, VA",10/18/2022,01/15/2022,86,Closure,,"6306 Gravel Road, Section 1, Building 3, Franconia, VA 22310",Jennifer Galanti,TWU Local 504
Virginia,Genesis Logistics,"Richmond, VA",10/18/2022,08/12/2023,35,Closure,,"6601 S. Laburnum Avenue, Richmond, VA 23231",Jennifer Galanti,
Virginia,Helpware Inc.,"Martinsville, VA",10/17/2022,09/23/2022,127,Closure,,"300 Franklin Street Suite 228, Martinsville, VA 24112",Dana Sides-Mahoney,
Virginia,VSE Corporation,"Norfolk, VA",10/04/2022,11/30/2022,180,Layoff,,"6348 Walker Lane, Alexandria, VA 22310",Krista Stafford,
Virginia,First Transit,"Richmond, VA",08/05/2022,12/01/2022,95,Layoff,,"301 East Belt Blvd, Richmond, VA 23224",Mia Bailey,
Virginia,Sodexo,"Roanoke, VA, VA",06/21/2022,06/30/2022,98,Closure,,"201 Campbell Ave SW, Roanoke, VA 24011",Lisa Acevedo,
Virginia,Amentum (PAE Shared Services LLC),"Virginia Beach, VA",06/15/2022,08/11/2022,42,Layoff,,"601 Oceana Boulevard Bldg 304, Virginia Beach, VA 23454",Darrin Jackson,
Virginia,Liberty Source PBC,"Hampton, VA",06/10/2022,06/30/2022,76,Layoff,,"355 Fenwick Road, Hampton, VA 23651",Amy Howard,
Virginia,"ID.me, Inc.","McLean, VA",06/07/2022,06/07/2022,54,Layoff,,"8280 Greensboro Drive, Suite 800, McLean,, VA 22102",Michelle Graffum,
Virginia,VIPdesk Connect,"Alexandria, VA",05/27/2022,07/29/2022,6,Layoff,,"908 King Street, Ste 400W, Alexandria, VA 22314",Jennifer Vinciguerra,
Virginia,AM LLC,"Leesburg, VA",05/05/2022,05/04/2022,175,Layoff,,"161 Fort Evans Road, NE, Suite 250, Leesburg, VA 20176",Daniel Gabriel,
Virginia,SSB Manufacturing Company,"Fredericksburg, VA",04/29/2022,06/30/2022,128,Closure,,"9601Cosner Drive, Fredericksburg, VA 22408",Patricia Gonzalez,
Virginia,Imagine One Technology & Management,"Norfolk, VA",04/28/2022,06/28/2022,187,Layoff,,"2510 Walmer Ave., Ste. A, Norfolk, VA 23513",Sharon Morrison,
Virginia,CACI NAVSEA03S Digital & Industrial Operations,"Norfolk, VA",04/28/2022,06/28/2022,80,Layoff,,"2510 Walmer Avenue, Norfolk, VA 23513",Rodney Robinson,
Virginia,Crothall Healthcare,"Chesapeake, VA",04/14/2022,06/30/2022,91,Layoff,,"736 North Battlefield Boulevard, Chesapeake,, VA 23320",Stephanie Drayton,
Virginia,Lakeside Book Company,"Harrisonburg, VA",04/05/2022,06/03/2022,80,Closure,,"1433 Pleasant Valley Road, Harrisonburg, VA 22802",Kimberly Graham,
Virginia,Packers Sanitation Services Inc. (PSSI),"Smithfield, VA",03/31/2022,03/03/2022,85,Layoff,,"601 North Church Street, Smithfield, VA 23430",Jenny Stacey,
Virginia,"GALA North America, Inc.","Dublin, VA",03/07/2022,03/07/2022,82,Layoff,,"3994 Pepperell Way, Dublin,, VA 24804",John Phillips,
Virginia,"CACI Technologies, LLC","Norfolk, VA",03/07/2022,05/06/2022,102,Layoff,,"NAVSUP FLC, Code 200 1968 Gilbert Street, Norfolk, VA 23511",Charles Charboneau,
Virginia,Peloton,"Alexandria, VA",02/08/2022,02/08/2022,81,Closure,,"6304 Gravel Ave, Suite E, Alexandria, VA 22310",Shari Eaton,
Virginia,Serco Inc.,"Clintwood, VA",01/19/2022,03/31/2022,163,Closure,,"539 Technology Drive, Clintwood, VA 24228",Loretta Porter,
Virginia,ABM Industry Group Inc.,"Springfield, Sterling, Woodbridge, VA",01/19/2022,02/28/2022,27,Layoff,,"103 Clermont Ave, Alexandria, VA 22304",Blanca Saavedra,"Jaime Contreras, Vice President SEIU Local 32BJ Union,1025 Vermont Ave NW, 7th floor Washington DC, 20005"
Virginia,The Logistics Company,"Fort Eustis, VA",01/07/2022,03/11/2022,47,Layoff,,"1411 Washington Boulevard, Fort Eustis, VA 23604",Lisa Grim,"Jeffrey Rowe, 757-875-1340, IBEW Local Union 1340, 552 Industrial Park Dr., Newport News, VA 23608"
Virginia,Odle Management Group,"Monroe, VA",10/29/2021,12/25/2021,130,Layoff,,"1073 Father Judge Road, Monroe, VA 24574",Martin Peters,
Virginia,Essex Bank,"Henrico, VA",10/29/2021,12/28/2021,51,Closure,,"9954 Mayland Drive, Suite 2100, Henrico, VA 23233",Jakeeta Plumley,
Virginia,Transdev,"Lorton, VA",10/26/2021,12/29/2021,137,Layoff,,"7900 Cinder Bed Road, Lorton, VA 22079","Jamey Modlin,","Raymond Jackson, President and Business Agent, Amalgamated Transit Union (ATU), Local 689, 2701 Whitney Place, Forestville, MD 20747"
Virginia,The Logistics Company,"Ft Eustis, VA",10/08/2021,12/07/2021,45,Layoff,,"1411 Washingtn Blvd, Ft Eustis, VA 23604",Lisa Grim,"Jeffrey Rowe, IBEW Local Union 1340, 552 Industrial Park Drive, Newport News, VA 23608, (757) 875-1340"
Virginia,Five Star U Street Parking (IAD),"Dulles, VA",07/30/2021,09/30/2021,106,Layoff,,"1 Saarinen Cir, Dulles, VA 22209",Nancy Bryce,
Virginia,Five Star U Street Parking (DCA),"Arlington, VA",07/30/2021,09/30/2021,109,Layoff,,"2401 Smith Blvd, Arlington, VA 22209",Nancy Bryce,
Virginia,The Logistics Company,"Fort Eustis, VA",07/09/2021,09/07/2021,41,Layoff,,"3400 Walsh Parkway, Fayetteville, NC 28311",Lisa Grim,"IBEW Local Union 1340, Jeffrey Rowe, 552 Industrial Park Drive, Newport News, VA 23608 ( 757) 875-1340"
Virginia,Capital One,"Statewide, VA",06/30/2021,09/07/2021,147,Layoff,,"15000 Capital One Drive, Richmond, VA 23238",Jennifer Todd,
Virginia,Genetworx,"Glen Allen, VA",06/18/2021,06/18/2021,31,Layoff,,"4060 Innslake Drive, Glen Allen, VA 23050",Mike Reining,
Virginia,General Dynamics Information Technology (GDIT),"Rosslyn, VA",06/16/2021,08/16/2021,73,Layoff,,"15036 Conference Center Drive, Chantilly, VA 20151",Lisa Banks,
Virginia,Smithfield Fresh Meats Corporation (Pet Foods),"Smithfield, VA",06/07/2021,08/06/2021,59,Layoff,,"501 North Church Street, Smithfield, VA 23430",George Enderline,"The Retail Wholesale and Department Store Union (RWDSU), Randy Handley, President, 1901 10th Avenue South, Birmingham, AL, 35205 (205) 322-7462"
Virginia,OMNIPLEX World Services,"Dulles, VA",06/04/2021,06/30/2021,258,Layoff,,"14151 Park Meadow Drive, Suite 300, Chantilly, VA 20151",Maureen Sullivan,
Virginia,Marriott - Key Bridge,"Arlington, VA",05/27/2021,07/27/2021,89,Layoff,,"1401 Lee Highway, Arlington, VA 22209",Modesta Ventura,
Virginia,Rosetta Stone,"Harrisonburg, VA",05/11/2021,07/11/2021,64,Layoff,,"135 West Market Street, Harrisonburg, VA 22801",Michael Shafir,
Virginia,"PAE Shared Services, LLC",", VA",04/30/2021,06/30/2021,48,Layoff,,"1224 Pocahontas Street, Norfolk, VA 23511",James Tuttle,
Virginia,Global Safety Textiles (GST),"South Hill, VA, VA",04/29/2021,06/30/2021,130,Closure,,"1556 Montgomery Street, Sout Hill, VA 23970",Rob Deutsch,
Virginia,Perspecta Inc.,"Chantilly, VA",04/16/2021,06/04/2021,107,Layoff,,"14295 Park Meadows Drive, Chantilly, VA 20151","Janet Brewer,",
Virginia,"Perspecta, Inc.","Norfolk, VA",04/16/2021,06/04/2021,374,Layoff,,"14295 Park Meadow Drive, Chantilly, VA 20151",Janet Brewer,
Virginia,"Kepro (Keystone Peer Review Organization, Inc)","Henrico, VA",04/12/2021,07/12/2021,9,Closure,,"801 Royal Parkway, Nashville, TN 37214",Karen Dziurzynski,
Virginia,General Dynamics Information Technology (GDIT),"Arlington, VA",03/30/2021,05/28/2021,180,Layoff,,"3211 Jermantown Road, Fairfax, VA 22030",Sandra Brayman,
Virginia,Southeast Frozen Foods,"Sandston, VA",03/25/2021,03/24/2021,68,Closure,,"3261 Executive Way, Miramar, FL 33025",Laura Bullock,
Virginia,The J.M. Smuckers Company,"Suffolk, VA",03/23/2021,04/01/2022,76,Closure,,"One Strawberry Lane, Orrville, OH 44667",Jackie Welch,
Virginia,Hanesbrand Inc.,"Stuart, VA",03/16/2021,07/31/2021,146,Closure,,"138 Elamsville Road, Stuart, VA 24171",Amy Johnson,
Virginia,"American Green Building Maintenance, Inc.","Norfolk, VA",02/03/2021,03/31/2021,150,Layoff,,"23937 Mill Wheel Place, Aldie, VA 20105",Joy Ciocca,
Virginia,First Transit,"Arlington, VA",02/01/2021,04/01/2021,68,Layoff,,"600 Vine Street, Cincinnati, OH 45202",Miriam DaRocha,
Virginia,Flying Food Group,"Sterling, VA",01/29/2021,04/01/2021,74,Layoff,,"212 N. Sangamon Street, Suite 1A, Chicago, IL 60607",Robert Clouden,"Bert Bayou, Chapter President, Unite Here, Local 23, Washington, DC , 1225 S, Clark St., Suite 504, Arlington, VA 22202"
Virginia,Aramark,"Chesapeake, VA",01/29/2021,01/29/2021,17,Layoff,,"*Due to COVID-19, Chesapeake, VA 23320",Human Resources,
Virginia,Aramark,"Glen Allen, Chester, Henrico, VA",01/29/2021,01/01/2021,98,Layoff,,"*Due to COVID-19, Philadelphia, PA 19103",Human Resources,
Virginia,Air Wisconsin Airline,"Dulles, VA",01/28/2021,04/01/2021,140,Layoff,,"W6390 Challenger Drive, Suite 203, Appleton, WI 54914",Tina Vos,"Captain Joseph G. DePete, Airline Pilots Association, International 7959 Jones Branch Dr. Suite 4005, McLean, VA 22102"
Virginia,"Transdev, Inc.","Leesburg, VA",01/27/2021,03/31/2021,112,Layoff,,"42031 Loudoun Center Place, Leesburg, VA 20175",Brian Van Hine,"Raymond Jackson, President & Business Agent, Amalgamated Transit Union, Local 689, 2701Whitney Pl., Forestville, MD 20747"
Virginia,Genworth,"Richmond, VA",01/26/2021,03/27/2021,95,Layoff,,"6620 West Broad Street, Richmond, VA 23230",Pamela Harrison,
Virginia,Wells Fargo,"Glen Allen, VA",01/21/2021,03/21/2021,320,Layoff,,"8740 Research Drive, 2nd floor, Charlotte, NC 28215",Anita Steward,
Virginia,"Joy Global Underground Mining, LLC. (Komatsu Mining Corp. Group)","Bluefield, VA",01/11/2021,03/15/2021,128,Closure,,"1081 Hockman Pike, Bluefield, VA 24605",Pam Seals,"Industrial Division of Communication Works of America, AFL-CIO, CLC (IUE-CWA) Local 82647, Chief Elected Rep. Marshall Vascoy, Ballard, WV"
Virginia,"Wellmore Coal Company, LLC","Buchanan, VA",12/22/2020,12/22/2020,61,Closure,,"1073 River View Street, Grundy, VA 24614",Gary Prater,
Virginia,Rolls-Royce North America,"Prince George, VA",12/16/2020,03/05/2021,187,Closure,,"8800 Wells Station Road, Prince George, VA 23875",Jason Snelson,
Virginia,Southwest Airlines Co.,"Arlington, VA",12/03/2020,03/15/2021,60,Layoff,,"*Due to COVID-19, Dallas, TX 75235",Dawn Siemet,"International Association of Machinist and Aerospace Workers, AFL-CIO, IAM District Lodge 142 and Transport Workers Union of America, AFL-CIO, Local 555"
Virginia,"TitleMax of Virginia, Inc. and TMX Finance of Virginia, Inc.","Charlottesville, Harrisonburg, Danville, Martinsville, VA",11/30/2020,01/16/2021,10,Closure,,"15 Bull Street, Suite 200, Savannah, GA 31401",Carrie Carbone,
Virginia,Washington Metropolitan Area Transit Authority (WMATA),"Alexandria, Arlington, Fairfax, Falls Church & Vienna, VA",11/23/2020,01/23/2020,1141,Layoff,,"600 Fifth Street, NW, Washington, DC 20001",Winston Ellis,"Michael Spiller, Vice President Local 2, OPEIU 8455 Coleville RD, Ste.,1250 Silver Spring, MD 20910; Raymond Jackson, President Amalgamated Transit Union, Local 689 2702 Whitney PL., Forestville, MD 20747"
Virginia,National Conference Center,"Leesburg, VA",11/18/2020,01/18/2021,180,Layoff,,"*Due to COVID-19, Leesburg, VA 20176",Helen Kendall,
Virginia,InSite Wireless,"Alexandria, VA",11/18/2020,01/29/2021,32,Layoff,,"1199 N Fairfax Street, Suite 700, Alexandria, VA 22314",Roni Jackson,
Virginia,Sur La Table,"Alexandria, VA",11/17/2020,09/01/2020,29,Layoff,,"*Due to COVID-19, Alexandria, VA 22314",Robin Landrum,
Virginia,The Airlie Hotel,"Warrenton, VA",10/26/2020,03/18/2020,95,Layoff,,"*Due to COVID-19, Warrenton, VA 20187",Nu Harmon,
Virginia,RGI Laundry (Goodwill Rappahannock),"Fredericksburg, VA",10/23/2020,12/31/2020,20,Layoff,,"480 Central Road, Fredericksburg, VA 22401",Parker Roach,
Virginia,VCU Health System,"Richmond, VA",10/15/2020,12/19/2020,635,Layoff,,"1012 E. Marshall St., 3rd Floor, Room 303, Richmond, VA 23298",Melinda Hancock,
Virginia,"Kinyo Virginia Beach, INC","Virginia Beach, VA",10/12/2020,12/31/2020,59,Layoff,,"290 Enterprise Drive, Newport News, VA 23603",Diana Brooks,
Virginia,SMI Hotel Group,"Richmond, VA",10/06/2020,04/01/2020,77,Layoff,,"*Due to COVID-19, Richmond, VA 23219",Paul Sandhu,
Virginia,LE TOTE Inc,"Fairfax,, VA",10/01/2020,12/01/2020,49,Closure,,"250 Vesey Street, 22nd Floor, New York, VA New York",Mark Nechita,
Virginia,Busch Gardens Williamsburg,"Williamsburg, VA",09/30/2020,04/01/2020,1810,Layoff,,"*Due to COVID-19, Williamsburg, VA 23185",Kevin Lemke,
Virginia,Compass/Flik (dba UVA Inn at Darden),"Charlottesville, VA",09/18/2020,09/30/2020,56,Layoff,,"*Due to COVID-19, Charlottesville, VA 22903",Sean Sands,
Virginia,Omni Richmond Hotel,"Richmond, VA",09/18/2020,03/19/2020,103,Layoff,,"*Due to Covid-19, Richmond, VA 23219",Patti Shifflette,
Virginia,OMNI Charlottesville Hotel,"Charlottesville, VA",09/17/2020,03/18/2020,101,Layoff,,"*Due to COVID-19, Charlottesville, VA 22903",Pattie Shifflett,
Virginia,P.F. Chang's China Bistro,"McLean, Woodbridge, Arlington, Fairfax, VA",09/17/2020,03/17/2020,306,Closure,,"*Due to Covid-19, Scottsdale, AZ 85255",Ken Bellefeuille,
Virginia,Amentum,"Virginia Beach, VA",09/17/2020,10/26/2020,91,Layoff,,"601 Oceana Boulevard, BLDG 330, Virginia Beach, VA 23460",Nicole Connolly,
Virginia,Avis Budget Car Rental,"Ashburn, Arlington, Dulles & Springfield, VA",08/31/2020,09/02/2020,27,Layoff,,"379 Parsippany Road, Parsippany, NJ 7054",Kimberly Moussavian,
Virginia,Avis Budget Group,"Virginia Beach, Newport News & Norfolk, VA",08/31/2020,09/04/2020,86,Layoff,,"379 Parsippany Road, Parsippany, NJ 7054",Kimberly Moussavian,
Virginia,Avis Budget Car Rental,"Richmond, VA",08/31/2020,09/04/2020,4,Layoff,,"379 Parsippany Road, , NJ 7054",Kimberly Moussavian,
Virginia,Marriott - Richmond,"Richmond, VA",08/28/2020,08/31/2020,50,Layoff,,"500 East Broad Street, Richmond, VA 23219",Michael Fischer,
Virginia,PostalMile Inc,"Norfolk, VA",08/11/2020,08/28/2020,61,Layoff,,"2750 Premiere Pkwy, Ste 900, Duluth, GA 30097",Yasmine Grinston,
Virginia,"PostalMile, Inc.","Richmond, VA",08/11/2020,08/28/2020,31,Layoff,,"2750 Premiere Pkwy, Suite 900, Duluth, GA 30097",Yasmine Grinston,
Virginia,Sodexo,"Williamsburg, VA",07/31/2020,08/31/2020,80,Layoff,,"1100 Executive Drive, Williamsburg, VA 23188",Amanda Lindenmoyer,
Virginia,PSA Airlines (DCA),"Arlington, VA",07/17/2020,10/01/2020,270,Layoff,,"*Due to COVID-19, Arlington, VA 22202",Margaret Soda,"Lee Wilkes AFA PSA MEC President, Assoc of Flight Attendants–CWA 501 3rd St., NW, Washington, DC 20001;John Ebbert PSA MEC Vice Chairman,Air Line Pilots Assoc, International 1625 Massachusetts Ave NW Ste. 800 Washington, DC 20036"
Virginia,PSA Airlines (ORF),"Norfolk, VA",07/17/2020,10/01/2020,87,Layoff,,"2200 Norview Avenue, Norfolk, VA 23518",Margaret Soda,"Association of Flight Attendants, Lee Wilks,AFA PSA MEC –CWA 501 3rd St. NW, Washington, DC 2000; Air Line Pilots Assoc, John Ebbert PSA MEC ,International,1625 Massachusetts Ave NW Suite 800 Washington, DC 20036"
Virginia,ExpressJet Airlines LLC,"Richmond, VA",07/17/2020,10/01/2020,36,Layoff,,"*Due to COVID-19, Richmond, VA 23250",Kevin Langford,"International Brotherhood of Teamsters – Airline Division. Union inquiries, Chris Moore, International Representative, 25 Louisiana Ave NW, Washington, DC 20001"
Virginia,Paradise Lagardere,"Dulles, VA",07/16/2020,03/15/2020,330,Layoff,,"*Due to COVID-19, Dulles, VA 20166",Jason Sousa,
Virginia,"Yoga Works, Inc.","Arlington, VA",07/14/2020,10/01/1973,73,Layoff,,"*Due to COVID-19, Arlington, VA 22201",Matt Shechtman,
Virginia,"Yoga Works, Inc","Fairfax, VA",07/09/2020,10/01/2020,42,Layoff,,"*Due to Covid-19, Fairfax, VA 22030",Matt Shechtman,
Virginia,United Airlines (Washington Dulles International Airport),"Dulles, VA",07/08/2020,10/01/2020,3036,Layoff,,"1 Saarinen Circle, Dulles, VA 20166",Colleen Pape,
Virginia,United Airlines (Ronald Reagan Washington National Airport),"Arlington, VA",07/08/2020,10/01/2020,116,Layoff,,"2401 Smith Boulevard, Arlington, VA 22202",Colleen Pape,
Virginia,"Delaware North Companies, Inc.","Richmond, VA",06/30/2020,03/30/2020,80,Layoff,,"*Due to COVID-19, Buffalo, NY 14202",Eileen Morgan,
Virginia,Swissport (Ronald Reagan Washington National Airport),"Arlington, VA",06/22/2020,06/22/2020,10,Layoff,,"*Due to COVID-19, Arlington, VA 22202",Elizabeth Diaz,
Virginia,Swissport (Dulles International Airport),"Dulles, VA",06/22/2020,06/22/2020,479,Layoff,,"*Due to COVID-19, Dulles, VA 20166",Elizabeth Diaz,
Virginia,The Alexandrian Hotel,"Alexandria, VA",06/19/2020,06/11/2020,59,Layoff,,"480 King Street, Alexandria, VA 22314",Nicole Pinkham,
Virginia,Hyatt Regency Tysons Corner Center,"Tysons Corner, VA",06/19/2020,03/22/2020,54,Layoff,,"*Due to COVID-19, Tysons Corner, VA 22102",Jon Davenhall,
Virginia,Advance Auto Parts,"Roanoke, VA",06/12/2020,08/14/2020,94,Layoff,,"5008 Airport Road, Roanoke, VA 24012",Wendy Furhang,
Virginia,Joy Global Underground Mining (Komatsu Mining Corp. Group),"Bluefield, VA",06/05/2020,06/05/2020,71,Layoff,,"1081 Hockman Pike, Bluefield, VA 24605",Pam Seals,
Virginia,Tysons Corner Marriott,"Vienna, VA",06/05/2020,03/21/2020,120,Layoff,,"*Due to COVID-19, Vienna, VA 22182",Christine Haag,
Virginia,The Ritz Carlton Tysons Corner,"McLean, VA",06/05/2020,03/21/2020,344,Layoff,,"*Due to COVID-19, McLean, VA 22102",Meredith Miller,
Virginia,Marriott-Westfields Washington Dulles-,"Chantilly, VA",06/05/2020,03/18/2020,167,Layoff,,"*Due to COVID-19, Chantilly, VA 20151",Rosie Irwin,
Virginia,Marriott-Crystal Gateway,"Arlington, VA",06/05/2020,03/16/2020,308,Layoff,,"*Due to COVID-19, Arlington, VA 22202",Sabrina Thompson-Huntzinger,
Virginia,"Marriott Hotel Services, Inc.","Dulles, VA",06/05/2020,03/18/2020,105,Layoff,,"*Due to COVID-19, Dulles, VA 21066",Rosie Irwin,
Virginia,Marriott -Crystal City at Reagan National Airport,"Arlington, VA",06/05/2020,03/16/2020,176,Layoff,,"*Due to COVID-19, Arlington, VA 22202",Sabrina Thompson-Huntzinger,
Virginia,Marriott Falls Church Fairview Park,"Falls Church, VA",06/04/2020,03/17/2020,164,Layoff,,"*Due to COVID-19, Falls Church, VA 22042",Anne Dakins,
Virginia,The Ritz Carlton Pentagon City,"Arlington, VA",06/03/2020,03/14/2020,240,Layoff,,"*Due to COVID-19, Arlington, VA 22202",Steven Gibbs,
Virginia,Residence Inn Arlington Pentagon City,"Arlington, VA",06/03/2020,03/17/2020,75,Layoff,,"*Due to COVID-19, Arlington, VA 22202",An Vo,
Virginia,Residence Inn Arlington Capital View,"Arlington, VA",06/03/2020,03/14/2020,60,Layoff,,"*Due to COVID-19, Arlington, VA 22202",Esmeralda Florez-Prieto,
Virginia,Marriott Key Bridge,"Arlington, VA",06/02/2020,03/17/2020,202,Layoff,,"*Due to COVID-19, Arlington, VA 22209",Modesta Ventura,
Virginia,Hyatt Regency-Crystal City,"Arlington, VA",06/02/2020,03/13/2020,151,Layoff,,"*Due to COVID-19, Arlington, VA 22202",Kevin Kennedy,
Virginia,Courtyard (by Marriott) - Arlington Crystal City/Reagan National Airport,"Arlington, VA",06/02/2020,03/08/2020,68,Layoff,,"*Due to COVID-19, Arlington, VA 22202",Virginie Regent,
Virginia,NortonLifeLock Inc.,"Herndon, VA",06/01/2020,07/01/2020,6,Layoff,,"350 Ellis Street, Mountain View, CA 940443",Tracey Bye,
Virginia,Le Meridien Arlington,"Arlington, VA",05/29/2020,05/27/2020,44,Layoff,,"*Due to COVID-19, Arlington, VA 22209",Dorothea Samuel,
Virginia,The Westin - Reston Heights,"Reston, VA",05/27/2020,05/26/2020,32,Layoff,,"*Due to COVID-19, Reston, VA 20191",Viridiana Jackson,
Virginia,Sheraton Pentagon City,"Arlington, VA",05/26/2020,05/26/2020,100,Layoff,,"*Due to COVID-19, Arlington, VA 22204",Dorthea Samuel,
Virginia,Hyatt Regency Reston,"Reston, VA",05/26/2020,03/17/2020,88,Layoff,,"*Due to COVID-19, Reston, VA 20190",Tyson Warren,
Virginia,"The Virginian~Pilot Media Companies, LLC","Virginia Beach, VA",05/26/2020,07/26/2020,131,Closure,,"5429 Greenwich Road, Virginia Beach, VA 23462",Amanda LaPietra,
Virginia,"Embassy Suites Tysons Corner (Merritt Hospitality, LLC)","Vienna, VA",05/25/2020,05/25/2020,42,Layoff,,"*Due to COVID-19, Vienna, VA 22182",Julie Welch,
Virginia,Hilton Alexandria Mark Center,"Alexandria, VA",05/22/2020,05/04/2020,177,Layoff,,"*Due to COVID-19, Alexandria, VA 22311",Greg Langweg,
Virginia,Gate Gourmet Inc.,"Dulles, VA",05/18/2020,02/29/2020,330,Layoff,,"44845 Package Court, Dulles, VA 20166",Ilma Murphy,"Teamsters Local Union 639, Vice Shaw, Director IBT/HERE Employee Representatives’ Council, 10 Lakeside Lane, Suite 3-A, Denver, CO 8021"
Virginia,B. F. Saul Company Hospitality Group (Holiday Inn National Airport),"Arlington, VA",05/18/2020,03/24/2020,52,Layoff,,"*Due to COVID-19, Bethesda, MD 20814",Stephanie Ho,
Virginia,B. F. Saul Company Hospitality Group (Holiday Inn Dulles),"Sterling, VA",05/18/2020,03/24/2020,52,Layoff,,"*Due to COVID-19, Bethesda, MD 20814",Stephanie Ho,
Virginia,B. F. Saul Company Hospitality Group (Doubletree Tysons),"McLean, VA",05/18/2020,03/24/2020,57,Layoff,,"*Due to Covid-19, Bethesda, MD 20814",Stephanie Ho,
Virginia,B. F. Saul Company Hospitality Group (Crowne Plaza National Airport),"Arlington, VA",05/18/2020,03/24/2020,50,Layoff,,"*Due to COVID-19, Bethesda, MD 20814",Stepahanie Ho,
Virginia,Amentum,"Chantilly, VA",05/18/2020,06/16/2020,40,Layoff,,"4800 Westfields Blvd., Suite 400, Chantilly, VA 20151",Lina Mohamed,
Virginia,Salamander Resort & Spa,"Middleburg, VA",05/15/2020,03/23/2020,225,Layoff,,"500 N. Pendleton Street, Middleburg, VA 20117",Reggie Cooper,
Virginia,Cerner Corporation,"Reston, VA",05/15/2020,07/15/2020,1,Layoff,,"2800 Rock Creek Pkwy, Kansas City, MO 64117",Erin Kohler,
Virginia,Hilton Arlington & Towers Hotel,"Arlington, VA",05/13/2020,05/31/2020,98,Layoff,,"*Due to COVID-19, Arlington, VA 22203",Ray Green,
Virginia,Atrium Hospitality Embassy Suites Hampton,"Hampton, VA",05/12/2020,03/12/2020,130,Layoff,,"*Due to COVID-19, Hampton, VA 23666",LaToya Williams,
Virginia,Nordstrom,"Richmond, VA",05/12/2020,05/14/2020,189,Closure,,"1700 7th Ave., Suite 1000, Seattle, WA 98101",Mary Porter,
